Messwert1;Messwert2;Messwert3;Messwert4
-755531931;-114439,8563;22698;false
-1114872411;-116060,0053;56469;true
-541230772;-92014,75213;33015;true
-713475557;-74576,72802;56750;false
671252655;155418,5355;24503;true
-1373700848;-607563,4003;21347;false
-452483950;-53421,95396;25801;true
1847475767;224535,2172;52840;true
-375254924;-69827,86081;17350;false
-533559518;-237559,8923;17901;false
-580550485;-99002,47016;39211;true
-1359344320;-159528,7314;45445;false
1912494074;1153494,616;35009;true
1329964094;169077,5609;16374;true
-1142345360;-222809,7055;726;true
-1560349635;-210858,0588;38823;true
1744325015;305379,0292;9051;false
-1803389297;-272497,6272;12875;true
-222590250;-25340,42008;53780;true
-914422426;-198614,7754;6168;true
-1640877948;-196394,7275;50390;true
1650179394;434715,3303;51101;false
301229284;112147,9092;32992;false
-729366082;-611884,297;1214;false
-23457646;-4098,121244;43515;false
-753700241;-153253,404;26320;true
-1530301619;-372155,063;32923;true
93175042;19790,79057;34396;false
1229097278;137945,8224;36354;true
-328801563;-121598,2112;50646;true
657160879;113303,5998;13390;false
-612071174;-65672,87275;56761;false
754748173;141127,1827;62156;true
128263710;14758,2223;20620;true
-980642410;-244610,2295;53835;true
1020460217;690900,6209;8641;false
-1277771652;-1051663,911;40124;true
522400682;71896,59813;4746;false
-1480876579;-374053,1899;15262;false
1003400812;123495,4846;43993;false
732331090;199817,487;7005;true
722510247;319412,134;43847;true
-628040631;-102772,1537;58013;true
518885523;131797,1864;3989;false
-901278123;-506336,0242;1668;true
-776634522;-128581,8745;50636;true
1945286046;202107,6411;33244;true
-1040114578;-279150,4503;50145;true
-223461365;-25762,20487;20285;true
490080818;69249,79765;49611;true
1103084325;114976,4775;54336;true
-1213227337;-1002667,221;51429;false
446560993;44907,58176;31007;false
-527848804;-57126,49394;62385;true
-1986298388;-212711,3288;61791;false
662439136;91560,35052;45960;false
-1099263781;-147492,7923;27990;true
-659335049;-204635,3349;22410;true
1479786494;148438,8097;63045;true
1942049587;470685,7942;20226;true
1711974585;236820,388;15055;false
-847021778;-289382,2269;3018;true
1179990845;630000,4511;15479;true
-1336074973;-667370,1164;48801;false
161850750;19888,27107;61406;true
-1468479423;-263925,1299;58139;true
-1703535207;-295752,6401;44001;false
-1389663133;-1034745,445;28262;false
-11708518;-1263,327363;279;false
-1896954441;-239696,0375;16699;false
-1877590327;-201285,4124;23034;true
1255237352;145383,0614;28478;true
-1174824949;-173585,2466;14305;false
262207560;144070,0879;57944;true
1903457655;230554,464;4900;false
1275301039;796565,2961;24301;true
1319445568;786789,2475;49946;true
366687320;87140,52281;1148;true
-1427170008;-295970,5533;60847;true
-328771189;-69098,61055;24594;true
778036426;591662,6814;8308;true
669576758;104214,2814;49323;true
-44355129;-10177,86347;53899;false
-518023325;-107206,8139;50867;false
1289877046;218808,6592;56924;false
256816440;67851,107;14041;true
1566416861;158271,8865;54325;true
686736077;188923,2674;21586;false
1986480030;261619,917;27272;true
214223181;90085,44197;17258;true
1921380655;740987,526;16955;false
1076015449;221493,5054;20013;true
-484426243;-57690,39455;40453;false
763060966;414031,9946;43317;true
-992594600;-644960,7537;4617;true
-745158820;-122117,1452;46125;true
-1723155692;-207859,5527;26979;true
733902026;417701,7792;34042;true
718806685;173624,8031;42132;false
307912089;42605,79618;9789;false
-1702392455;-183982,7575;45567;false
1445269584;174107,8887;43396;true
444113644;47011,07696;46766;true
1827782225;187119,3924;49507;true
1595524865;1043508,741;19574;true
1039616970;108757,9213;12647;true
-126376734;-22020,68897;37646;true
-443549273;-203930,7002;60677;true
1678692788;312955,4042;33340;true
1849153673;192620,1743;4430;true
-821078297;-420418,9949;3491;true
1149403371;241420,5778;55761;false
-918383154;-158725,0525;12683;true
270311110;105056,7859;38605;true
-447494614;-145196,1759;13414;false
656791128;302668,7226;43002;false
-1968575771;-904676,3653;41150;false
1863886390;287282,1193;47107;true
-960050930;-120292,0599;62488;true
1550012654;235922,7784;31740;false
-1397974051;-313025,9854;45755;true
-652646385;-119335,5979;21840;true
-1702915130;-366612,5145;37625;true
1753631469;413689,896;52982;false
1295226666;135328,2485;19864;false
-898721320;-186032,1507;30093;true
-1685213637;-360704,9737;9901;true
-1352307613;-308323,6692;27343;false
-1448722431;-306737,758;52038;false
-412094333;-58702,89644;23623;false
1670502525;1110706,466;39775;false
1869887354;332011,2489;25479;false
-984862496;-147280,1699;52195;true
-764967320;-79189,16356;60052;true
-1753909819;-1340909,648;39830;true
1249465578;144063,8277;54574;false
724976858;197972,9268;46647;false
999253401;358927,2274;43971;true
-632261304;-342317,9773;52976;true
-1094063878;-171617,8632;6342;true
-469011488;-55642,60149;39548;false
-1256247301;-213611,1717;49675;true
1757484594;224512,595;31676;true
-1759682016;-382041,254;38486;false
1009023962;127951,3013;47360;false
-465221107;-58349,56817;34177;false
-643405301;-177834,5221;26681;true
-275697219;-44083,3417;14548;true
306338046;164786,4691;3766;true
-1972494152;-525998,4405;15445;false
-1200397461;-123408,8065;29247;false
-977649012;-191921,6749;22816;false
187670641;30451,18303;29033;true
-1042169238;-906234,12;42022;false
-1173220661;-155023,8717;28889;true
735618500;120870,6047;46204;false
-266815730;-74508,72103;62298;false
-1650049794;-176721,623;7651;true
-1002239865;-514761,1017;23256;false
1458982689;591879,387;57338;false
-676113787;-94800,02622;24884;false
-1161017724;-183328,2369;750;true
-1642840720;-187624,5683;13176;false
-1381446686;-708797,6839;50346;true
924273176;394314,4949;51926;false
1792318915;618894,653;44807;false
-433033143;-85142,18305;13710;false
-1866391175;-242042,689;27474;true
-1582742676;-674655,8721;31528;true
-1625809194;-460569,1768;45581;false
199510604;20910,8693;23185;true
323945012;35814,81614;777;true
517587574;188831,6578;29510;true
197428399;59790,55088;61988;false
-703879180;-377010,8088;3674;false
151827274;23996,7242;27630;false
-1913470044;-251309,4358;34673;true
585691727;63891,31962;61477;false
-426133521;-205563,686;2646;true
-1825825459;-496823,2541;16163;true
-1010970162;-573437,4146;33899;false
-424890172;-69494,63068;36044;true
134334882;54942,69202;12776;true
-1591494342;-209324,5222;34255;false
-92751436;-76401,51236;2144;true
1315844873;1246065,221;9343;true
-436515376;-249437,3577;11135;true
1195580627;186692,79;23426;false
-1797230627;-243824,5322;56405;false
1104908367;133459,1577;30296;false
524255712;62508,13306;29506;true
1334458735;198255,6433;1366;true
272758546;68618,50214;2953;true
1241770820;145747,7488;37447;true
512228517;117645,5023;54137;false
1555001357;238973,6218;4871;false
1728459859;200076,3814;47805;false
-355231909;-69151,62721;13845;false
-1239141852;-127523,0886;4100;true
820534096;149951,4064;63657;false
847793014;100987,8516;43081;true
1673353370;600413,8393;43869;false
1782963712;425122,4874;251;false
-1907726705;-574616,4774;53341;true
-294723444;-40769,60077;17605;false
1912590109;198896,642;44236;true
1690647740;455945,9924;27054;false
131275927;35346,23775;12786;false
941848058;154224,3422;12413;true
998339442;214419,9832;61744;true
-383905038;-54656,18423;33492;false
1951144380;571345,3529;25227;true
1380690036;222118,7317;3799;true
-1053462279;-129624,9882;637;true
-368363027;-52675,96554;15559;false
-1122413246;-174504,547;58003;true
-700447089;-425545,0115;22130;false
947361697;420302,4388;52589;false
-209954748;-23640,89044;13628;true
-1589938740;-167063,0178;40906;false
-775402767;-228799,8722;41210;false
888738225;131625,9219;33081;false
-852366625;-272147,7091;60348;false
1718906999;354560,0245;58448;true
1378162454;779063,004;18687;false
-330803996;-34968,70994;61278;false
1779413228;771979,7085;596;true
-505129099;-90314,51797;16230;false
945384451;136242,1748;36631;false
-1578087984;-169159,3937;9844;true
1160796132;307658,6621;15716;false
1003497715;104118,8748;8784;true
681252399;83333,62679;8917;false
-1043568833;-463808,3702;7349;true
-575851049;-205148,2184;40569;true
-1941281850;-762183,6867;153;true
-905316736;-150911,2745;16148;false
1847738903;1031104,299;37584;false
732364237;77820,02306;19679;true
1716251333;225911,7195;28209;false
292930072;67001,38884;54724;true
-1103006415;-193884,0596;28600;false
-325784218;-37236,73768;3830;false
1381428750;274801,8202;41698;false
1464828980;185023,2386;26624;true
927041168;115880,146;61051;true
855045352;131849,7073;4720;false
1874086695;536833,7711;49629;true
2935875;893,7214612;48861;false
1145175708;350528,2241;9013;true
-1387848870;-593605,1625;21273;false
-1934352561;-471218,6507;58698;true
1282647908;425281,1366;63875;false
1030427529;149662,6767;15333;false
548874074;489192,5793;20648;false
67329018;38407,88249;35980;false
-1958764243;-694104,9763;22919;false
1982828304;211456,575;6287;false
1830066647;412270,0264;26998;true
-479927942;-258025,7753;14058;false
-398525992;-47882,49333;11445;true
-804918294;-98993,76387;44700;false
153605544;28040,4425;18169;false
-611305888;-292771,0192;61757;true
-798387123;-96610,25206;40808;false
-639429414;-143434,144;34227;true
1295548374;575543,4802;12551;true
-1605080622;-1295464,586;6330;true
497263162;118367,8081;53700;false
472554087;263996,6966;40023;true
1441343008;362967,2647;48977;true
1863227510;337235,7484;31512;false
-1009689141;-184823,1999;15761;false
-1112583124;-228409,5923;54204;false
653398667;158707,4732;17913;true
-142057510;-109866,5971;39844;false
792371532;84972,81845;59295;false
1023263376;289220,8525;53455;false
1920625650;199732,2847;10735;true
-1656254227;-404062,9976;27618;false
1748238326;397326,8923;18826;false
758430134;170625,452;43273;false
733365294;263232,3381;62920;false
-1072548050;-318547,0894;21996;false
619985491;109306,3278;56442;true
758427235;81132,56686;23991;true
-1370357714;-176274,468;45707;false
-332864334;-42658,5075;17872;true
-1060089988;-140969,4133;18037;false
8286972;1111,003084;59098;true
-1681651233;-262716,9556;48302;false
1692117082;220758,9148;40279;false
757850739;84685,52229;15173;false
580106754;104807,0016;29148;true
-1514119105;-151639,3696;19772;false
-975621244;-110439,353;37798;true
-120326333;-13989,80735;34270;false
-849280835;-688792,2425;6913;true
-1736557125;-182373,149;4832;true
-1520260921;-195708,1515;38332;true
-27920805;-18095,14258;31079;false
712920709;149302,7663;1885;true
-1879719459;-489000,8998;28536;true
-1601384632;-161283,5766;10808;false
-1162556827;-134664,2913;11259;true
1375130423;166158,8235;19481;false
513225032;179449,3119;30765;true
127843623;42248,3883;56668;true
1185961064;744015,724;47043;false
1537005082;231720,9531;12992;false
278087923;88030,36499;25921;false
-1502111663;-179292,3923;64521;true
506596897;439372,8508;37454;false
-833854740;-210303,8436;35252;true
-1486459745;-180768,5449;36203;true
1681629087;187514,3942;38326;true
-1365583302;-245299,677;1386;false
-1454550789;-187659,7586;24259;false
-1290593122;-162440,9216;62334;true
1336109910;144366,2788;63383;false
-458504524;-48472,83265;64667;true
-336496014;-56129,44354;44411;true
-1481558162;-451419,3059;59854;true
-995782255;-241636,0726;32250;false
-1249488561;-822573,1145;41317;false
1823929828;465763,4903;825;false
284280029;33794,58262;43719;true
1133081697;129450,668;57591;true
-48234953;-4967,554377;11614;true
1995106382;237654,1253;10149;false
1315597845;675705,1079;38907;true
-1359535884;-425519,8385;50621;true
450219095;80960,09621;28375;true
799180884;99363,53152;38282;false
1031294781;222789,9721;23950;false
-1188810038;-142765,7065;9815;true
-710510621;-102438,0941;60123;false
244947448;25404,21572;30223;false
-1089644928;-178104,761;45985;true
-1119914467;-236119,4322;4207;false
331067803;157726,4426;36315;false
665417369;70147,30856;26686;true
-1694417847;-410270,6651;15138;true
401513875;62677,78255;28459;true
1231172265;126951,1513;54648;false
1224001041;139471,4039;11709;false
-1738882848;-278354,866;40;false
361409633;67502,7331;58846;true
1724592493;280969,7773;18114;true
945128486;577706,8985;47892;true
-772285162;-82175,4801;49202;true
972393067;123619,7644;47959;false
-385636733;-42748,77874;35838;true
1986042446;240790,7912;49339;true
764152523;514234,5377;53093;false
683827658;614952,9299;54832;false
-368479458;-142655,6167;4378;true
489209600;62928,94263;41974;true
-1983458909;-424905,5075;33799;true
-1106544840;-277956,5034;29814;false
-1998290503;-279285,8844;14839;false
1394087167;186749,7879;39893;false
1024514413;110210,2424;49526;true
1440945491;213346,9782;29855;false
1116965706;182213,0026;63947;false
-237358605;-118798,1006;38488;false
-1657261899;-379757,5387;59339;true
-1592424037;-1157284,911;34098;false
1400724906;1140655,461;45573;true
689154693;135927,9473;21241;true
136154448;19101,35354;29507;false
-1758044265;-360328,8102;31041;true
1880789488;658539,7367;9785;true
-1741062261;-236846,9951;61795;true
556404174;114204,4692;43838;false
1860274817;508549,7039;61033;false
-1012182257;-159023,1354;19927;false
1153221221;137566,6493;60379;true
-476588375;-55263,0305;16287;true
841572743;245930,0827;39510;true
-614251555;-125408,6474;13223;false
657712168;80572,35918;60363;false
1194525488;571543,2957;7147;false
-1418484492;-563561,5781;45043;false
1952251065;512536,3783;28710;true
-272468255;-169973,9582;59285;false
22754495;7265,164432;27773;false
-1465690189;-179993,883;50023;true
-1886573242;-1498469,612;27975;false
1386044377;370303,0663;51096;true
-362747608;-53142,04629;315;false
-1672625667;-207059,3794;25051;false
-690624875;-112552,9457;6689;true
364140221;38125,87384;39367;false
1711029814;173796,8323;29068;true
-566584704;-109803,2372;62466;true
-694686569;-208052,2818;57895;false
1584106145;450158,0406;15717;false
1906794682;799159,5482;38329;false
-416759297;-57651,03016;16252;true
64239829;24783,88465;57683;false
1089191051;243721,4256;48430;false
-778608799;-189212,3448;12452;false
-1801055318;-764454,719;38439;true
-165004968;-44523,73664;17676;false
1650918391;213021,7279;18745;false
-419513882;-258639,8779;41486;true
1244613421;561648,6557;54929;true
419917009;49541,88403;8849;true
1831831708;195938,7858;41397;true
-996551920;-172116,0484;51282;true
1677443625;228565,6936;11877;false
-1402794970;-236798,6107;19121;true
1712951762;918472,7946;40344;true
-99091688;-12608,68915;27462;true
434347446;68165,01036;44497;false
-1540959167;-889185,9013;17607;false
-1282249584;-363243,5082;7811;true
259193217;33448,60201;4194;false
-1792985631;-509805,4111;64111;false
514226050;116763,4083;48956;true
-1943694429;-528608,765;47758;true
-981668831;-207628,7714;686;false
935302899;363506,7621;38062;false
485821430;105797,3497;57093;true
-423615974;-109489,7839;52725;false
756294918;107291,0935;21761;true
-118275540;-16343,17259;2431;true
-1899677480;-218027,9445;1841;false
-1080985534;-328866,9103;64988;true
1012074361;328275,8226;49516;false
-1016190963;-123055,3358;22910;false
69034341;31012,73181;40668;true
1595212594;184034,6786;38935;true
359084480;40211,028;46464;true
1613579172;814116,6357;53624;true
-817324217;-291589,0892;22313;false
822170104;646360,1447;19065;false
1893304379;415380,5132;16213;false
-42606390;-22283,67678;54119;false
356399667;209277,5496;47536;true
-1630768789;-542865,7753;54547;false
1406101686;249132,1201;19852;true
-1476278845;-214637,8082;56350;false
214438378;45615,48139;60284;false
1331785811;293086,6662;61467;false
-1120842507;-120676,4112;15811;false
810550441;202942,0233;12386;true
21964465;3829,897995;56377;true
298312643;61634,8436;33;true
-1788735101;-200216,5996;1401;false
528414743;96549,37749;14987;true
499590154;56051,85168;35928;false
-1552571908;-223939,4069;34861;true
1912799508;1732608,25;19510;false
-878814301;-457239,4906;40998;false
-1481510115;-1376868,137;61635;true
538977683;138983,4149;60196;true
387154894;49514,63026;1851;false
762560100;388268,89;30347;true
-856903469;-89028,93184;9872;true
570652405;77703,21419;50913;true
-1560663832;-670676,3352;24923;true
-1957477565;-298760,3121;32602;true
845987691;122749,2297;33024;false
12674778;2199,718501;39243;false
-1279393298;-935229,019;57486;true
-225643654;-35947,69062;58474;true
845747945;223447,2774;9441;true
-301931460;-48055,30161;2378;false
-1583365160;-585347,5638;28147;false
-510085817;-203789,7791;54828;false
-991842255;-501690,569;51016;false
-502203159;-143609,7109;34116;false
-1297128490;-264504,1782;37878;true
646425557;78765,14646;8857;false
1846142622;1301016,647;35805;false
-1007146693;-288167,8664;30;true
1694018058;432699,3762;59125;false
-552598945;-98397,24804;18382;false
-615232874;-69026,46404;41415;true
1900236304;399209,3076;18636;false
-127717513;-32146,36622;59889;true
572322235;117039,3119;33867;false
384198143;54963,96896;5300;true
-1186667625;-234983,6881;52444;true
-1821766130;-310299,1194;32469;false
-262301854;-179781,9424;6093;false
567701826;143758,3758;61202;false
1724862639;844279,3142;35411;true
198119330;88249,14477;17501;false
-544711121;-59008,89622;39812;true
263238487;29903,27014;37856;true
361618167;78204,62089;2734;false
1775303063;264103,4012;7476;true
1242652142;705250,9319;64641;true
822123987;125515,1125;27340;true
1821477901;255969,3509;62935;true
-31827414;-15632,32515;16555;false
-909239133;-124775,5089;14598;false
-1122086783;-142904,5827;15549;true
1891204810;292575,0015;1872;true
-1636492889;-252896,444;33950;true
227808893;60187,29009;41192;false
1740959219;575904,472;11160;false
1596501163;198200,0202;16063;true
-741621828;-85077,6446;2079;true
790873524;543182,3654;10693;false
-1619299882;-300315,26;62829;false
134697552;26395,75779;46721;false
128542336;18352,7036;8965;false
-24145613;-2670,67946;49242;true
745691719;208003,2689;24350;false
-1204818478;-283887,483;49878;false
-486100602;-69472,71716;44642;true
1266238460;591423,8487;24651;true
319212736;37683,00508;61945;true
557314582;193444,8393;57759;false
-455756300;-49549,49989;62661;true
-1600167215;-165923,6017;59836;false
1460792250;358476,6258;54903;false
1539301387;478192,416;32556;true
874295709;98147,25067;11706;false
1852204629;213609,1142;3236;true
809795591;137650,109;7308;true
-1673796665;-329034,139;8866;true
-1910313600;-353827,3014;22772;false
-1137373805;-672206,7405;40860;false
-1056666503;-136927,1094;19379;true
1908198044;221960,9217;23253;true
993040509;134521,8788;39265;false
-971221238;-404338,567;5668;false
-124761772;-50085,01485;62860;true
-1783889077;-401505,5316;2712;false
1222770457;920760,8863;25356;false
-1449553390;-174708,1343;27027;false
748972703;100519,7561;17008;true
1796064988;181659,2483;20702;false
-1535961622;-245635,9543;32711;true
619853710;366343,8002;13402;true
1787786323;457117,4439;51273;false
-477590745;-52121,65721;58028;false
1628365147;373821,2;50080;false
121763391;38326,53163;10575;true
1734585018;239055,2671;26255;true
343518002;49626,98671;50715;false
-1814458392;-256969,0401;12682;true
-824865472;-129107,1329;13386;false
-1125278273;-142693,1617;58939;false
-731274955;-438151,5608;58564;true
-1012564785;-657082,9234;36703;false
-1260490736;-158432,722;45694;true
431402448;59917,00667;12282;false
998130317;125031,9826;33457;true
-3829595;-669,7437915;55920;false
1843996377;1176768,588;4729;true
971928421;728582,0247;31752;true
1634569546;455946,8748;43481;true
1259724031;433043,6683;61356;true
-752678357;-139333,276;7384;false
-1225032278;-185050,1931;21844;true
695324258;321462,9025;27083;true
-199895092;-22122,07747;44009;false
-1142687860;-188127,7346;24314;true
-537433475;-56571,94474;19810;true
525281671;68041,66723;59043;false
1185414900;162141,2803;18045;false
360488284;110783,1235;3744;false
1763400546;298274,7879;21050;true
1263600422;161009,2281;54333;false
1289544155;346931,438;57371;true
-392088718;-47319,42047;28542;true
-739219352;-101652,8262;56320;false
-1342633708;-148620,0695;8308;true
-1294959103;-280597,8555;54099;true
-1007257417;-534637,6948;50663;false
1210410291;127842,2361;56677;true
455838804;80295,72027;62423;false
169005170;23072,37816;3479;true
-1454087490;-251354,7952;43775;false
-888540193;-645741,4193;4625;false
-49460818;-10512,3949;8558;false
714102269;88226,12664;46715;true
1890054100;1701218,812;2079;false
-1130680159;-134189,4326;29931;false
628188911;347449,6189;45980;true
-1519122887;-453469,5185;44018;true
-215983304;-21604,81184;57767;true
903027193;109683,8568;36770;false
1585990815;160023,2888;4353;true
-883325598;-142540,842;36506;false
1650166681;278979,9968;49086;false
-1849530436;-439736,195;25500;true
-577455289;-105240,6213;38125;true
346385812;52268,87159;46653;true
1352831184;344056,7609;57367;false
1809299613;194297,6389;48640;true
-171091468;-73241,21062;26840;false
-1362162156;-139665,9649;30085;false
1269293847;422113,0186;40190;false
349905067;104919,0606;17593;false
-1551812814;-333221,5619;41400;true
1619457384;459811,8637;50028;false
1200825689;867648,6192;33800;true
-387924108;-45951,68301;63153;true
-1133621149;-144834,6939;59032;false
773789523;171648,0752;2005;false
978153275;217029,7925;39041;true
-1513608928;-275853,641;31395;false
884994327;144583,2915;20189;false
-466684392;-57290,00638;7867;true
-517057859;-91288,46381;30868;false
1603517073;617449,7778;48206;false
369578442;126438,0575;42382;true
511856065;128445,6876;45951;true
1276731995;653394,0609;63003;false
-729821581;-382907,4402;33363;true
1269251179;737079,6626;27241;true
-1845603289;-197623,224;19453;true
723127175;99769,20185;8422;false
-1289087046;-245446,8861;13688;false
-1707050581;-229318,9926;17206;false
-400034603;-44641,73675;30456;false
1105264076;215073,7645;21936;false
-339027310;-286825,1354;21367;true
495677152;61712,79283;33945;false
1080389016;155116,8724;57559;true
1355653251;200066,8906;58463;false
110382511;71214,52323;52140;true
216937443;62536,01701;35144;true
-942508179;-136121,9207;13494;false
1972085775;427043,2601;36103;false
-1147871848;-304717,7722;16925;false
1888673801;248968,3365;42177;true
28493671;7570,050744;48638;false
-1767156785;-1070355,412;22976;false
1914025763;1492999,815;22194;false
-1435003123;-226127,1861;56155;true
-1598965528;-445642,5663;35825;true
825699424;301570,279;60658;true
-1277502287;-258446,7504;46492;true
773882823;112827,3543;38482;true
1850891352;329692,0827;1990;false
-1972660624;-282090,7513;3002;false
453678516;131883,2895;23020;false
-508518735;-142123,7381;43720;true
1516122946;716843,0005;13054;false
-474791859;-378621,8971;45202;false
241402550;131268,3796;1820;true
207311722;82825,29844;24477;true
1230420730;128088,7706;52792;true
-1851455609;-233769,6476;41110;true
-1848828341;-186750,3375;36556;false
-325446936;-78063,54905;11243;false
1329109670;284972,0562;40078;false
-30818180;-4117,325317;19080;false
-1492635507;-450402,9894;29504;true
-1655109189;-181342,0827;51837;false
-446327152;-61107,22234;22756;true
1356958054;177380,1378;5749;true
1877482655;347875,2372;6263;false
-1120904048;-190922,1679;27005;false
-534747161;-54566,03684;28825;false
-1626819444;-181828,4837;36538;true
-430591281;-121464,3952;22926;false
670061470;81704,84941;11952;false
-122833839;-55033,08199;52206;true
1030509255;449807,6189;31165;false
-520934247;-149393,2455;11623;false
-1399763002;-268926,6094;11997;true
-84919753;-10863,47102;7079;true
-1067538121;-120069,5221;15753;true
646540615;280008,9281;41702;false
1832694264;326334,4487;40453;false
-47207302;-7070,136588;56792;true
228324927;77582,37411;18196;true
749284132;190221,9172;24903;false
135099455;27970,90166;25879;false
1992815611;324827,3205;8624;true
-804955466;-295722,0669;8517;true
-1124691553;-162574,668;11352;true
215139937;22131,46148;5869;false
564274760;122058,1354;44081;false
-912407105;-99727,52268;59948;false
968653724;153050,0433;60802;false
1684318729;200681,3689;25225;true
-727119805;-116357,786;17847;false
-1988495435;-422544,7163;43952;false
-759255401;-109057,0814;750;false
-1654973492;-180103,7645;57066;true
1911631442;491927,8029;9852;true
-363700848;-85778,50189;20458;false
451036086;84463,68652;18726;true
-1055614400;-151908,8214;5812;false
630142230;109494,7402;57099;false
-577356292;-66202,99186;9147;true
-849827400;-147232,7443;63031;true
171459221;18048,33905;41704;true
-1928974140;-684761,853;54016;false
1152609800;180433,5942;33487;false
-102692271;-10735,13182;60215;true
-1930184081;-595001,258;35922;false
690948291;166053,4225;58497;false
676577021;164938,3279;57354;true
-1269234509;-138080,3426;17627;false
1335259932;368958,257;8720;false
-422926867;-111384,4791;21326;false
870631852;298570,594;32474;true
-1270306133;-750771,9462;34147;false
4128536;1892,955525;28353;false
931947128;96027,52478;57611;true
-802092176;-136712,4895;52614;true
-545879577;-70939,51618;5070;false
858637129;288326,7727;54841;false
-46072397;-7965,490491;40876;false
-1091239854;-164989,3943;8408;false
543445962;190950,7948;27289;false
-1650169804;-175549,9791;4070;true
-559161472;-118717,9346;1792;false
774574290;521598,8485;44207;false
1085059394;207706,6221;1184;true
337226403;38173,69289;59094;false
1702924810;883259,7562;56434;true
-938535888;-98928,62738;23060;true
-1174291009;-246803,4908;7713;true
1679574922;373570,9346;39722;true
-320507008;-303510,4242;60979;false
-1130118308;-114989,6528;36952;true
-1378058887;-310164,0529;34561;false
593498407;332492,1048;13617;true
-1496496745;-186688,7157;54292;false
1284877845;189258,7782;46611;false
1139760029;256702,7092;19110;true
-1015251005;-148667,5948;60485;true
1797261890;265906,4788;7472;true
1977219613;586886,2015;12857;true
1636821809;288935,8886;5393;true
946125559;112060,3528;20458;false
-1800968637;-213081,9495;7052;true
-1138069950;-378977,6723;43043;false
-902241951;-270943,5288;41611;true
905780763;419537,176;54063;true
-1070668993;-110869,7311;2045;false
263297770;37115,55822;30007;false
-1806795922;-242165,3829;5209;false
719799664;122041,313;15259;false
1722938673;496381,064;60832;true
1991152952;220993,6684;23033;true
-327813836;-43292,89963;44165;true
-498963550;-338969,803;2564;false
113611436;11387,33447;47263;false
-132632390;-23346,66256;17935;false
468733012;47587,10782;30025;false
-1124849436;-168997,8119;35589;false
-399136591;-101509,8146;23332;true
1608140726;225514,055;64124;true
-746175602;-96554,81392;11203;false
960820244;121193,2699;31410;true
1435451657;159123,3408;58385;true
923562718;98576,44551;20541;false
-1268737326;-159951,7557;7949;false
-729311514;-635288,7753;43500;true
465230171;148304,1667;43360;false
-851888713;-320138,5618;32394;true
-859850788;-293765,2163;26019;false
1014660898;113917,2446;5128;true
199265834;73556,97084;12658;false
1164015341;279878,6586;3277;true
1456985860;349397,0887;43493;true
-667058786;-185810,2468;57141;true
-1697817365;-1087647,255;53248;false
771258760;584729,9166;44037;true
-228075389;-214356,5686;976;false
-32679428;-4889,933862;398;true
1039225513;117772,6103;23369;false
1462987177;205793,6668;56834;true
1910956874;583320,1691;36618;true
1463020741;798592,1075;13251;false
49645828;14448,72759;10743;false
1509487054;167926,0267;58203;true
-1142092324;-187044,2719;28585;true
1130693705;345566,5358;48107;false
899290033;255335,0463;62197;false
607184559;82453,09058;37887;true
94004773;15520,02196;18708;false
-539630169;-208996,9671;7329;false
643743802;91375,98325;24311;false
-1637022400;-247921,0056;13805;false
1533672191;380658,2753;39576;false
-1129560830;-130028,8742;15645;true
-529929066;-167487,0626;25221;true
983590684;145911,6873;31772;false
-776103778;-694810,9024;16777;true
-478207869;-79304,78756;61805;false
1762469049;218316,4931;59862;true
181536187;161796,9581;24435;true
43468999;4601,354822;33932;true
1518144382;1265120,318;32020;false
-312057367;-54526,88572;45480;false
1471689632;198957,6358;59986;true
-1544014791;-1297491,421;17775;true
-865606000;-115846,6274;55695;false
-1489121429;-180259,2215;21705;false
1116310829;705186,8787;56242;true
1057657534;111344,0924;37534;false
-1752492758;-995734,5216;37525;true
49937952;13760,80242;17096;true
-1075259710;-170109,1141;18186;false
1734698978;207897,7682;10196;false
-1951304753;-474077,9283;39337;true
-1264273733;-347327,9486;25367;true
1375321938;238027,3344;9498;true
-1046032923;-382461,7634;40014;false
-331060974;-153553,3275;32811;false
647660232;162442,9977;17151;false
-1321485208;-237677,1957;51993;false
1991353078;232770,6695;10293;true
1746042608;311071,1933;56555;false
-919482915;-125922,0645;29364;true
-373551804;-37702,03916;4354;true
1445466694;527735,1931;28512;true
221630569;35034,86706;3293;false
1799539384;610634,3346;21682;false
-1612161115;-298769,6655;41005;true
-1765209665;-352548,3653;63734;true
-243942295;-32880,75145;62151;true
1862862138;363698,1917;35732;false
-1022128363;-367804,3768;49107;true
1837771401;972365,8206;43107;true
-422713061;-65354,52396;339;false
-843503486;-112602,2542;15492;false
803914784;89135,68954;62958;true
1147469405;160059,8975;2542;true
1365867662;346403,1605;47617;false
1905174087;206254,6375;20977;true
-599942946;-61678,10692;23330;false
-1464221096;-371724,066;30419;true
-462500648;-103653,2156;34442;false
1745359823;235732,0128;5698;false
-1558165650;-402626,7829;59460;false
-944935770;-224237,2496;54778;false
1839115915;335543,8633;9818;false
1176331636;182773,716;10722;true
592852549;104100,5354;57414;true
1187336480;195542,8986;19684;false
-242909528;-25187,63252;26213;false
445210658;54606,97387;20865;true
575979471;79205,09777;20160;true
-1658289719;-289303,8589;64390;false
1610707043;337816,0745;20938;false
-1324493458;-219650,6564;60647;false
1250363664;271877,2916;20363;true
-641302402;-121366,8437;23079;true
